1620902347560000000,$GPFPD,2157,383965.560,209.155,3.334,-1.248,39.0823500,117.0432970,-6.74,-1.382,-1.921,0.005,0.000,0,33,45*4
1620902347570000000,$GPFPD,2157,383965.570,209.161,3.330,-1.247,39.0823499,117.0432968,-6.74,-1.383,-1.923,0.006,0.000,0,33,45*48
1620902347580000000,$GPFPD,2157,383965.580,209.167,3.325,-1.245,39.0823497,117.0432966,-6.74,-1.384,-1.924,0.006,0.000,0,33,45*4
1620902347590000000,$GPFPD,2157,383965.590,209.173,3.320,-1.242,39.0823495,117.0432965,-6.74,-1.385,-1.925,0.007,0.000,0,33,45*41
1620902347600000000,$GPFPD,2157,383965.600,209.179,3.318,-1.241,39.0823493,117.0432963,-6.74,-1.386,-1.926,0.007,0.000,0,33,45*4
1620902347610000000,$GPFPD,2157,383965.610,209.184,3.315,-1.241,39.0823492,117.0432962,-6.74,-1.388,-1.926,0.007,0.000,0,33,45*49
1620902347620000000,$GPFPD,2157,383965.620,209.189,3.313,-1.240,39.0823490,117.0432960,-6.74,-1.389,-1.927,0.007,0.000,0,32,45*4
1620902347630000000,$GPFPD,2157,383965.630,209.194,3.309,-1.239,39.0823488,117.0432958,-6.74,-1.389,-1.928,0.008,0.000,0,32,45*4B
1620902347640000000,$GPFPD,2157,383965.640,209.199,3.305,-1.239,39.0823487,117.0432957,-6.74,-1.391,-1.928,0.008,0.000,0,32,45*4
1620902347650000000,$GPFPD,2157,383965.650,209.203,3.300,-1.238,39.0823485,117.0432955,-6.74,-1.392,-1.929,0.007,0.000,0,32,45*4C
1620902347660000000,$GPFPD,2157,383965.660,209.208,3.298,-1.237,39.0823483,117.0432954,-6.74,-1.393,-1.930,0.007,0.000,0,32,45*45
1620902347670000000,$GPFPD,2157,383965.670,209.212,3.296,-1.237,39.0823481,117.0432952,-6.74,-1.393,-1.930,0.008,0.000,0,32,45*4
1620902347680000000,$GPFPD,2157,383965.680,209.216,3.293,-1.239,39.0823480,117.0432950,-6.74,-1.394,-1.931,0.008,0.000,0,32,45*4F
1620902347690000000,$GPFPD,2157,383965.690,209.221,3.288,-1.239,39.0823478,117.0432949,-6.74,-1.395,-1.932,0.008,0.000,0,32,45*4
1620902347700000000,$GPFPD,2157,383965.700,209.225,3.284,-1.239,39.0823476,117.0432947,-6.74,-1.396,-1.933,0.008,0.000,0,32,45*4F
1620902347710000000,$GPFPD,2157,383965.710,209.230,3.285,-1.238,39.0823474,117.0432945,-6.74,-1.396,-1.935,0.007,0.000,0,32,45*4
1620902347720000000,$GPFPD,2157,383965.720,209.234,3.284,-1.241,39.0823473,117.0432944,-6.74,-1.398,-1.937,0.007,0.000,0,32,45*41
1620902347730000000,$GPFPD,2157,383965.730,209.238,3.279,-1.240,39.0823471,117.0432942,-6.74,-1.398,-1.938,0.006,0.000,0,32,45*4
1620902347740000000,$GPFPD,2157,383965.740,209.243,3.274,-1.241,39.0823469,117.0432941,-6.74,-1.398,-1.939,0.007,0.000,0,32,45*48
1620902347750000000,$GPFPD,2157,383965.750,209.248,3.269,-1.242,39.0823467,117.0432939,-6.74,-1.399,-1.940,0.007,0.000,0,32,45*4
1620902347760000000,$GPFPD,2157,383965.760,209.252,3.265,-1.242,39.0823466,117.0432937,-6.74,-1.399,-1.940,0.006,0.000,0,32,45*49
1620902347770000000,$GPFPD,2157,383965.770,209.256,3.265,-1.241,39.0823464,117.0432936,-6.74,-1.400,-1.941,0.007,0.000,0,32,45*4B
1620902347780000000,$GPFPD,2157,383965.780,209.260,3.266,-1.242,39.0823462,117.0432934,-6.74,-1.401,-1.942,0.008,0.000,0,32,45*4
1620902347790000000,$GPFPD,2157,383965.790,209.265,3.265,-1.242,39.0823460,117.0432933,-6.74,-1.402,-1.943,0.007,0.000,0,32,45*47
1620902347800000000,$GPFPD,2157,383965.800,209.270,3.260,-1.242,39.0823459,117.0432931,-6.74,-1.403,-1.944,0.007,0.000,0,32,45*4
1620902347810000000,$GPFPD,2157,383965.810,209.275,3.255,-1.240,39.0823457,117.0432929,-6.74,-1.404,-1.944,0.007,0.000,0,32,45*4E
1620902347820000000,$GPFPD,2157,383965.820,209.280,3.253,-1.239,39.0823455,117.0432928,-6.74,-1.405,-1.945,0.006,0.000,0,32,45*4
1620902347830000000,$GPFPD,2157,383965.830,209.284,3.253,-1.239,39.0823453,117.0432926,-6.74,-1.406,-1.946,0.006,0.000,0,32,45*40
1620902347840000000,$GPFPD,2157,383965.840,209.289,3.249,-1.237,39.0823452,117.0432924,-6.74,-1.407,-1.947,0.006,0.000,0,32,45*4C
1620902347850000000,$GPFPD,2157,383965.850,209.294,3.245,-1.237,39.0823450,117.0432923,-6.74,-1.408,-1.948,0.006,0.000,0,32,45*4
1620902347860000000,$GPFPD,2157,383965.860,209.299,3.241,-1.236,39.0823448,117.0432921,-6.74,-1.409,-1.948,0.005,0.000,0,32,45*4A
1620902347870000000,$GPFPD,2157,383965.870,209.304,3.237,-1.234,39.0823446,117.0432920,-6.74,-1.410,-1.948,0.004,0.000,0,32,45*4
1620902347880000000,$GPFPD,2157,383965.880,209.309,3.236,-1.233,39.0823445,117.0432918,-6.74,-1.411,-1.949,0.004,0.000,0,32,45*47
1620902347890000000,$GPFPD,2157,383965.890,209.314,3.234,-1.233,39.0823443,117.0432916,-6.74,-1.412,-1.949,0.004,0.000,0,32,45*4
1620902347900000000,$GPFPD,2157,383965.900,209.319,3.228,-1.233,39.0823441,117.0432915,-6.74,-1.413,-1.949,0.005,0.000,0,32,45*4A
1620902347910000000,$GPFPD,2157,383965.910,209.324,3.223,-1.232,39.0823439,117.0432913,-6.74,-1.413,-1.950,0.005,0.000,0,32,45*4
